GeneID	GeneName	Symbol	Chr	Start	End	Strand	GeneBiotype
AT5G36330	AT5G36330		Chr5	14329098	14330209	-	protein_coding
AT5G36340	AT5G36340		Chr5	14331286	14331633	-	protein_coding
AT5G36350	AT5G36350		Chr5	14333415	14333899	-	protein_coding
AT5G36360	AT5G36360		Chr5	14335668	14336024	-	protein_coding
AT5G36370	AT5G36370		Chr5	14337865	14338221	-	protein_coding
AT5G36380	AT5G36380		Chr5	14340062	14340418	-	protein_coding
AT5G36390	AT5G36390		Chr5	14342257	14342613	-	protein_coding
AT5G36400	AT5G36400		Chr5	14344452	14344808	-	protein_coding
AT5G36410	AT5G36410		Chr5	14346647	14347003	-	protein_coding
AT5G36420	AT5G36420		Chr5	14348842	14349198	-	protein_coding
AT5G36430	AT5G36430		Chr5	14351037	14351393	-	protein_coding
AT5G36440	AT5G36440		Chr5	14353233	14353589	-	protein_coding
AT5G36450	AT5G36450		Chr5	14355250	14355853	-	protein_coding
AT5G36460	AT5G36460		Chr5	14357626	14357982	-	protein_coding
AT5G36470	AT5G36470		Chr5	14359643	14360246	-	protein_coding
AT5G36480	AT5G36480		Chr5	14362020	14362376	-	protein_coding
AT5G36490	AT5G36490		Chr5	14364217	14364573	-	protein_coding
AT5G36500	AT5G36500		Chr5	14366414	14366770	-	protein_coding
AT5G36510	AT5G36510		Chr5	14368612	14368968	-	pseudogene
AT5G36520	AT5G36520		Chr5	14370814	14371170	-	protein_coding
AT5G36530	AT5G36530		Chr5	14373008	14373364	-	pseudogene
AT5G36540	AT5G36540		Chr5	14375201	14375557	-	protein_coding
AT5G36550	AT5G36550		Chr5	14377394	14377750	-	protein_coding
AT5G36650	AT5G36650		Chr5	14380268	14380744	-	transposable_element_gene
AT5G36655	AT5G36655		Chr5	14380888	14383080	+	transposable_element_gene
AT5G36657	AT5G36657		Chr5	14383877	14384176	-	protein_coding
AT5G36658	AT5G36658		Chr5	14386072	14386428	-	protein_coding
AT5G36659	AT5G36659		Chr5	14388297	14388621	-	protein_coding
AT5G36661	AT5G36661		Chr5	14390429	14390785	-	protein_coding
AT5G36662	AT5G36662		Chr5	14392619	14392975	-	protein_coding
AT5G36660	AT5G36660		Chr5	14396688	14399025	+	transposable_element_gene
AT5G36670	AT5G36670		Chr5	14401030	14406730	+	protein_coding
AT5G36680	AT5G36680		Chr5	14406802	14409137	-	protein_coding
AT5G36685	AT5G36685		Chr5	14413694	14414168	+	transposable_element_gene
AT5G36690	AT5G36690		Chr5	14415185	14417288	-	protein_coding
AT5G36700	AT5G36700	PGLP1	Chr5	14421182	14424610	-	protein_coding
AT5G36710	AT5G36710		Chr5	14424735	14426217	-	protein_coding
AT5G36720	AT5G36720		Chr5	14429661	14429924	-	protein_coding
AT5G36722	AT5G36722		Chr5	14431599	14432216	-	protein_coding
AT5G36730	AT5G36730		Chr5	14436317	14437549	+	protein_coding
AT5G36732	AT5G36732		Chr5	14443852	14446824	+	transposable_element_gene
AT5G36734	AT5G36734		Chr5	14447373	14448214	+	transposable_element_gene
AT5G36736	AT5G36736		Chr5	14448812	14449312	-	transposable_element_gene
AT5G36738	AT5G36738		Chr5	14449728	14450084	-	protein_coding
AT5G36739	AT5G36739		Chr5	14451918	14452274	-	protein_coding
AT5G36737	AT5G36737		Chr5	14455987	14458324	+	transposable_element_gene
AT5G36740	AT5G36740		Chr5	14460329	14466043	+	protein_coding
AT5G36770	AT5G36770		Chr5	14466102	14468486	-	protein_coding
AT5G36775	AT5G36775		Chr5	14472990	14473448	+	transposable_element_gene
AT5G36780	AT5G36780		Chr5	14474485	14476588	-	protein_coding
AT5G36790	AT5G36790		Chr5	14480482	14483927	-	protein_coding
AT5G36800	AT5G36800		Chr5	14484534	14485544	-	protein_coding
AT5G36805	AT5G36805		Chr5	14488961	14489224	-	protein_coding
AT5G36810	AT5G36810		Chr5	14490770	14491516	-	protein_coding
AT5G36820	AT5G36820		Chr5	14495617	14496849	+	protein_coding
AT5G36825	AT5G36825		Chr5	14503152	14506090	+	transposable_element_gene
AT5G36830	AT5G36830		Chr5	14506673	14507514	+	transposable_element_gene
AT5G36840	AT5G36840		Chr5	14508087	14510203	-	transposable_element_gene
AT5G36850	AT5G36850		Chr5	14511170	14511865	-	transposable_element_gene
AT5G36860	AT5G36860		Chr5	14512231	14517109	-	transposable_element_gene
AT5G36870	AT5G36870	GSL09	Chr5	14518008	14534060	+	protein_coding
AT5G36880	AT5G36880	ACS	Chr5	14534585	14540441	-	protein_coding
AT5G36890	AT5G36890	BGLU42	Chr5	14541289	14546230	-	protein_coding
AT5G36900	AT5G36900		Chr5	14546924	14548203	+	protein_coding
AT5G36907	AT5G36907		Chr5	14550119	14550859	-	protein_coding
AT5G36903	AT5G36903		Chr5	14555138	14555523	+	pseudogene
AT5G36904	AT5G36904		Chr5	14556141	14556625	+	pseudogene
AT5G36905	AT5G36905		Chr5	14557798	14560184	+	transposable_element_gene
AT5G36910	AT5G36910	THI2.2	Chr5	14561743	14562863	-	protein_coding
AT5G36920	AT5G36920		Chr5	14564089	14565010	-	protein_coding
AT5G36925	AT5G36925		Chr5	14565476	14566439	-	protein_coding
AT5G36930	AT5G36930		Chr5	14567444	14573206	-	protein_coding
AT5G36935	AT5G36935		Chr5	14574600	14584700	+	transposable_element_gene
AT5G36937	AT5G36937		Chr5	14586128	14586835	-	transposable_element_gene
AT5G05345	AT5G05345		Chr5	14588599	14589635	-	novel_transcribed_region
AT5G36940	AT5G36940	CAT3	Chr5	14590115	14594384	+	protein_coding
AT5G36950	AT5G36950	DEG10	Chr5	14594969	14598395	+	protein_coding
AT5G36960	AT5G36960		Chr5	14598607	14599988	+	protein_coding
AT5G36970	AT5G36970	NHL25	Chr5	14604199	14605310	-	protein_coding
AT5G36980	AT5G36980		Chr5	14606980	14607754	-	protein_coding
AT5G36990	AT5G36990		Chr5	14614926	14616135	-	transposable_element_gene
AT5G37000	AT5G37000		Chr5	14617877	14620549	+	protein_coding
AT5G37010	AT5G37010		Chr5	14620732	14623093	-	protein_coding
AT5G37017	AT5G37017		Chr5	14628221	14628847	-	pseudogene
AT5G37020	AT5G37020	ARF8	Chr5	14629453	14634454	+	protein_coding
AT5G37030	AT5G37030		Chr5	14634614	14636939	-	protein_coding
AT5G05355	AT5G05355		Chr5	14638451	14638957	+	novel_transcribed_region
AT5G37040	AT5G37040		Chr5	14639135	14639934	+	protein_coding
AT5G37050	AT5G37050		Chr5	14640259	14641421	-	protein_coding
AT5G37055	AT5G37055	SEF	Chr5	14641442	14642513	-	protein_coding
AT5G37060	AT5G37060	CHX24	Chr5	14642622	14645612	-	protein_coding
AT5G37070	AT5G37070		Chr5	14650913	14652363	+	protein_coding
AT5G37072	AT5G37072		Chr5	14652589	14654113	-	pseudogene
AT5G37080	AT5G37080		Chr5	14659133	14662408	+	transposable_element_gene
AT5G37090	AT5G37090		Chr5	14663637	14664299	+	transposable_element_gene
AT5G37100	AT5G37100		Chr5	14664936	14666217	+	transposable_element_gene
AT5G37110	AT5G37110		Chr5	14669594	14674913	+	transposable_element_gene
AT5G37120	AT5G37120		Chr5	14677666	14677962	+	transposable_element_gene
AT5G37125	AT5G37125		Chr5	14678341	14680737	-	transposable_element_gene
AT5G37130	AT5G37130		Chr5	14681348	14686754	+	protein_coding
AT5G37140	AT5G37140		Chr5	14690436	14692851	+	protein_coding
AT5G37145	AT5G37145		Chr5	14694503	14696107	+	transposable_element_gene
AT5G37150	AT5G37150		Chr5	14701330	14704562	+	protein_coding
AT5G37160	AT5G37160		Chr5	14705426	14706981	+	protein_coding
AT5G37165	AT5G37165		Chr5	14707022	14708376	+	protein_coding
AT5G05375	AT5G05375		Chr5	14710595	14710697	-	small_nucleolar_rna
AT5G05385	AT5G05385		Chr5	14710749	14710848	-	small_nucleolar_rna
AT5G37170	AT5G37170		Chr5	14712734	14714551	+	protein_coding
AT5G37175	AT5G37175		Chr5	14715702	14716470	-	transposable_element_gene
AT5G37180	AT5G37180	SUS5	Chr5	14718141	14723139	+	protein_coding
AT5G37190	AT5G37190	CIP4	Chr5	14723144	14726818	-	protein_coding
AT5G37200	AT5G37200		Chr5	14727832	14728485	+	protein_coding
AT5G37210	AT5G37210		Chr5	14729225	14731673	-	protein_coding
AT5G37220	AT5G37220		Chr5	14733877	14734521	+	protein_coding
AT5G37230	AT5G37230		Chr5	14735116	14735921	+	protein_coding
AT5G05395	AT5G05395		Chr5	14736064	14736493	-	long_noncoding_rna
AT5G37240	AT5G37240		Chr5	14736779	14739490	-	protein_coding
AT5G05415	AT5G05415		Chr5	14740599	14740874	-	long_noncoding_rna
AT5G05425	AT5G05425		Chr5	14741319	14741620	-	long_noncoding_rna
AT5G05445	AT5G05445		Chr5	14742224	14742460	-	long_noncoding_rna
AT5G37247	AT5G37247		Chr5	14743375	14744510	-	protein_coding
AT5G37250	AT5G37250		Chr5	14750318	14751005	+	protein_coding
AT5G37260	AT5G37260	RVE2	Chr5	14751344	14753088	-	protein_coding
AT5G05455	AT5G05455		Chr5	14756421	14756770	+	long_noncoding_rna
AT5G37270	AT5G37270		Chr5	14757933	14758559	-	protein_coding
AT5G05465	AT5G05465		Chr5	14759176	14759524	+	long_noncoding_rna
AT5G37280	AT5G37280		Chr5	14761275	14761925	-	protein_coding
AT5G37290	AT5G37290		Chr5	14762341	14764410	+	protein_coding
AT5G05475	AT5G05475		Chr5	14764871	14765229	+	long_noncoding_rna
AT5G37300	AT5G37300	WSD1	Chr5	14767426	14770396	+	protein_coding
AT5G37310	AT5G37310		Chr5	14772456	14776257	-	protein_coding
AT5G37320	AT5G37320		Chr5	14777931	14779717	+	protein_coding
AT5G37330	AT5G37330		Chr5	14783436	14786027	+	transposable_element_gene
AT5G37340	AT5G37340		Chr5	14787247	14792818	-	protein_coding
AT5G37350	AT5G37350		Chr5	14792819	14796045	+	protein_coding
AT5G37352	AT5G37352		Chr5	14796205	14797156	+	pseudogene
AT5G37360	AT5G37360		Chr5	14805213	14808275	-	protein_coding
AT5G37370	AT5G37370	ATSRL1	Chr5	14812570	14816628	-	protein_coding
AT5G37380	AT5G37380		Chr5	14816734	14819346	-	protein_coding
AT5G00535	AT5G00535		Chr5	14822213	14822664	+	novel_transcribed_region
AT5G37381	AT5G37381		Chr5	14822784	14825642	+	transposable_element_gene
AT5G37383	AT5G37383		Chr5	14827030	14829390	+	transposable_element_gene
AT5G37385	AT5G37385		Chr5	14830453	14830960	+	transposable_element_gene
AT5G37390	AT5G37390		Chr5	14831432	14833855	-	transposable_element_gene
AT5G37400	AT5G37400		Chr5	14834208	14836408	+	protein_coding
AT5G37410	AT5G37410		Chr5	14836575	14838687	+	protein_coding
AT5G37415	AT5G37415	AGL105	Chr5	14839047	14840301	-	protein_coding
AT5G37420	AT5G37420		Chr5	14840143	14842070	+	protein_coding
AT5G37430	AT5G37430		Chr5	14842430	14844308	+	protein_coding
AT5G37440	AT5G37440		Chr5	14844334	14845685	-	protein_coding
AT5G37442	AT5G37442		Chr5	14848917	14849771	-	transposable_element_gene
AT5G37445	AT5G37445		Chr5	14851654	14852479	-	pseudogene
AT5G37450	AT5G37450		Chr5	14852606	14857166	-	protein_coding
AT5G37460	AT5G37460		Chr5	14858473	14860362	-	protein_coding
AT5G37470	AT5G37470		Chr5	14861453	14863423	-	protein_coding
AT5G05485	AT5G05485		Chr5	14864636	14864881	-	long_noncoding_rna
AT5G37475	AT5G37475		Chr5	14866057	14868775	-	protein_coding
AT5G37473	AT5G37473		Chr5	14870836	14871153	-	protein_coding
AT5G37474	AT5G37474		Chr5	14875130	14875573	-	protein_coding
AT5G37476	AT5G37476		Chr5	14875890	14876773	+	transposable_element_gene
AT5G05495	AT5G05495		Chr5	14876863	14877179	-	long_noncoding_rna
AT5G37478	AT5G37478		Chr5	14881416	14883994	+	protein_coding
AT5G37480	AT5G37480		Chr5	14884191	14885969	-	protein_coding
AT5G37485	AT5G37485		Chr5	14886193	14886979	-	other_rna
AT5G37490	AT5G37490		Chr5	14887429	14889151	+	protein_coding
AT5G37500	AT5G37500	GORK	Chr5	14889245	14895233	-	protein_coding
AT5G37510	AT5G37510	EMB1467	Chr5	14897329	14900693	+	protein_coding
AT5G37520	AT5G37520		Chr5	14902670	14904211	+	protein_coding
AT5G37530	AT5G37530		Chr5	14906442	14909266	+	protein_coding
AT5G37540	AT5G37540		Chr5	14912659	14914449	+	protein_coding
AT5G37550	AT5G37550		Chr5	14918901	14920025	-	protein_coding
AT5G37560	AT5G37560		Chr5	14921986	14923790	+	protein_coding
AT5G37570	AT5G37570		Chr5	14923911	14926333	-	protein_coding
AT5G37590	AT5G37590		Chr5	14927185	14932787	-	protein_coding
AT5G37600	AT5G37600	GSR 1	Chr5	14933286	14935885	-	protein_coding
AT5G37610	AT5G37610		Chr5	14938032	14938612	+	protein_coding
AT5G37620	AT5G37620		Chr5	14942396	14944354	-	protein_coding
AT5G05505	MIR5645f		Chr5	14946671	14947169	-	mirna
AT5G37630	AT5G37630	EMB2656	Chr5	14947227	14952806	+	protein_coding
AT5G37640	AT5G37640	UBQ9	Chr5	14952782	14953750	-	protein_coding
AT5G37650	AT5G37650		Chr5	14954011	14955834	-	protein_coding
AT5G37660	AT5G37660	PDLP7	Chr5	14959614	14961620	+	protein_coding
AT5G37665	AT5G37665		Chr5	14962141	14967533	-	transposable_element_gene
AT5G37670	AT5G37670		Chr5	14968758	14969591	+	protein_coding
AT5G37680	AT5G37680	ARLA1A	Chr5	14969596	14971343	-	protein_coding
AT5G37690	AT5G37690		Chr5	14973353	14976229	-	protein_coding
AT5G37710	AT5G37710		Chr5	14978566	14981620	+	protein_coding
AT5G37715	AT5G37715		Chr5	14979023	14979445	-	protein_coding
AT5G37720	AT5G37720	ALY4	Chr5	14981619	14984730	-	protein_coding
AT5G37730	AT5G37730		Chr5	14986000	14987014	-	protein_coding
AT5G37732	AT5G37732		Chr5	14987706	14988261	-	pseudogene
AT5G37740	AT5G37740		Chr5	14991880	14993781	+	protein_coding
AT5G37750	AT5G37750		Chr5	14995757	14997060	+	protein_coding
AT5G37760	AT5G37760		Chr5	14997168	14998236	+	protein_coding
AT5G37770	AT5G37770	TCH2	Chr5	14997514	14999619	-	protein_coding
AT5G37780	AT5G37780	CAM1	Chr5	15004466	15006267	-	protein_coding
AT5G05515	AT5G05515		Chr5	15007466	15007724	-	long_noncoding_rna
AT5G37790	AT5G37790		Chr5	15008139	15011257	-	protein_coding
AT5G37793	AT5G37793		Chr5	15022612	15025656	+	protein_coding
AT5G05525	AT5G05525		Chr5	15026400	15026731	+	long_noncoding_rna
AT5G00540	AT5G00540		Chr5	15026414	15028656	+	novel_transcribed_region
AT5G05535	AT5G05535		Chr5	15026501	15026731	-	long_noncoding_rna
AT5G05545	AT5G05545		Chr5	15027329	15027949	-	long_noncoding_rna
AT5G37795	AT5G37795		Chr5	15032508	15032581	-	pre_trna
AT5G37800	AT5G37800	RSL1	Chr5	15036066	15037884	+	protein_coding
AT5G37810	AT5G37810	NIP4;1	Chr5	15045114	15048012	+	protein_coding
AT5G37820	AT5G37820	NIP4;2	Chr5	15050002	15051599	+	protein_coding
AT5G37830	AT5G37830	OXP1	Chr5	15056188	15060866	-	protein_coding
AT5G37840	AT5G37840		Chr5	15062008	15063402	-	protein_coding
AT5G37850	AT5G37850	SOS4	Chr5	15065300	15069094	+	protein_coding
AT5G37860	AT5G37860		Chr5	15069578	15070555	-	protein_coding
AT5G05555	AT5G05555		Chr5	15071631	15071832	-	long_noncoding_rna
AT5G37870	AT5G37870		Chr5	15073764	15074851	-	protein_coding
AT5G37872	AT5G37872		Chr5	15079744	15081114	+	transposable_element_gene
AT5G37875	AT5G37875		Chr5	15081742	15083988	+	transposable_element_gene
AT5G37880	AT5G37880		Chr5	15084460	15084988	-	transposable_element_gene
AT5G37890	AT5G37890		Chr5	15089678	15091955	-	protein_coding
AT5G37900	AT5G37900		Chr5	15093903	15094802	-	protein_coding
AT5G37910	AT5G37910		Chr5	15096210	15097318	-	protein_coding
AT5G05565	AT5G05565		Chr5	15098341	15098892	-	long_noncoding_rna
AT5G37920	AT5G37920		Chr5	15099341	15101170	-	protein_coding
AT5G37930	AT5G37930		Chr5	15102065	15103730	-	protein_coding
AT5G37940	AT5G37940		Chr5	15107124	15108988	+	protein_coding
AT5G05585	AT5G05585		Chr5	15112774	15113068	-	long_noncoding_rna
AT5G37950	AT5G37950		Chr5	15115883	15118085	+	protein_coding
AT5G37960	AT5G37960		Chr5	15121438	15121836	+	protein_coding
AT5G37970	AT5G37970		Chr5	15123089	15124435	-	protein_coding
AT5G37980	AT5G37980		Chr5	15131289	15133085	+	protein_coding
AT5G37990	AT5G37990		Chr5	15133867	15135169	-	protein_coding
AT5G05605	AT5G05605		Chr5	15139081	15139282	-	long_noncoding_rna
AT5G38000	AT5G38000		Chr5	15141650	15143542	+	protein_coding
AT5G38005	AT5G38005		Chr5	15155067	15156088	+	other_rna
AT5G38010	AT5G38010		Chr5	15158197	15160314	+	protein_coding
AT5G38020	AT5G38020		Chr5	15165642	15167864	-	protein_coding
AT5G38030	AT5G38030		Chr5	15171143	15175566	-	protein_coding
AT5G38035	AT5G38035		Chr5	15176231	15180696	+	transposable_element_gene
AT5G38037	AT5G38037		Chr5	15183657	15184337	+	transposable_element_gene
AT5G38040	AT5G38040		Chr5	15184947	15186854	+	protein_coding
AT5G38050	AT5G38050		Chr5	15187487	15189290	+	protein_coding
AT5G38060	AT5G38060		Chr5	15189369	15190132	+	protein_coding
AT5G38070	AT5G38070		Chr5	15190143	15191689	+	protein_coding
AT5G38080	AT5G38080		Chr5	15191715	15192645	-	protein_coding
AT5G38090	AT5G38090		Chr5	15193466	15194089	-	protein_coding
AT5G38096	AT5G38096		Chr5	15198292	15199455	-	pseudogene
AT5G38100	AT5G38100		Chr5	15199489	15201197	-	protein_coding
AT5G05625	AT5G05625		Chr5	15204665	15204978	-	long_noncoding_rna
AT5G38110	AT5G38110	ASF1B	Chr5	15208358	15210335	+	protein_coding
AT5G38120	AT5G38120	4CL8	Chr5	15213593	15216205	+	protein_coding
AT5G38130	AT5G38130		Chr5	15217819	15219372	-	protein_coding
AT5G38140	AT5G38140	NF-YC12	Chr5	15220208	15222524	-	protein_coding
AT5G38150	AT5G38150	PMI15	Chr5	15222867	15225192	-	protein_coding
AT5G38155	AT5G38155		Chr5	15225318	15225391	+	pre_trna
AT5G38160	AT5G38160		Chr5	15225767	15226208	+	protein_coding
AT5G38170	AT5G38170		Chr5	15227638	15228081	+	protein_coding
AT5G38180	AT5G38180		Chr5	15229810	15230243	+	protein_coding
AT5G38190	AT5G38190		Chr5	15234188	15237906	+	protein_coding
AT5G38192	AT5G38192		Chr5	15238555	15244741	-	transposable_element_gene
AT5G38195	AT5G38195		Chr5	15246910	15247329	+	protein_coding
AT5G38197	AT5G38197		Chr5	15250974	15251320	+	protein_coding
AT5G38200	AT5G38200		Chr5	15256243	15258814	+	protein_coding
AT5G38212	AT5G38212		Chr5	15260664	15265619	-	antisense_long_noncoding_rna
AT5G38210	AT5G38210		Chr5	15260750	15265630	+	protein_coding
AT5G38220	AT5G38220		Chr5	15268674	15271456	+	protein_coding
AT5G05645	AT5G05645		Chr5	15273420	15273899	-	long_noncoding_rna
AT5G38230	AT5G38230		Chr5	15274326	15276766	+	transposable_element_gene
AT5G38240	AT5G38240		Chr5	15276929	15279384	-	protein_coding
AT5G38250	AT5G38250		Chr5	15280467	15282769	-	protein_coding
AT5G05665	AT5G05665		Chr5	15282928	15283377	+	long_noncoding_rna
AT5G38260	AT5G38260		Chr5	15283692	15285837	-	protein_coding
AT5G05685	AT5G05685		Chr5	15287882	15288207	+	long_noncoding_rna
AT5G38270	AT5G38270		Chr5	15289032	15290252	+	protein_coding
AT5G38275	AT5G38275		Chr5	15290725	15292125	-	pseudogene
AT5G38280	AT5G38280	PR5K	Chr5	15293048	15297611	-	protein_coding
AT5G38285	AT5G38285		Chr5	15298033	15300708	-	transposable_element_gene
AT5G38290	AT5G38290		Chr5	15303320	15305597	+	protein_coding
AT5G38300	AT5G38300		Chr5	15305847	15307008	+	protein_coding
AT5G38310	AT5G38310		Chr5	15310405	15311377	-	protein_coding
AT5G05695	AT5G05695		Chr5	15312333	15312557	+	long_noncoding_rna
AT5G38317	AT5G38317	LCR58	Chr5	15314060	15315226	+	protein_coding
AT5G38320	AT5G38320		Chr5	15316015	15316897	-	protein_coding
AT5G05705	AT5G05705		Chr5	15316975	15317182	+	long_noncoding_rna
AT5G38330	AT5G38330	LCR80	Chr5	15317683	15318511	+	protein_coding
AT5G38340	AT5G38340		Chr5	15320375	15324832	+	protein_coding
AT5G38344	AT5G38344		Chr5	15325785	15327160	+	protein_coding
AT5G38350	AT5G38350		Chr5	15328569	15331528	+	protein_coding
AT5G38360	AT5G38360		Chr5	15331711	15333641	-	protein_coding
AT5G38365	AT5G38365		Chr5	15334173	15339896	+	transposable_element_gene
AT5G38378	AT5G38378		Chr5	15344448	15344711	+	protein_coding
AT5G38380	AT5G38380		Chr5	15345389	15348463	+	protein_coding
AT5G38383	AT5G38383		Chr5	15351376	15360312	+	transposable_element_gene
AT5G38386	AT5G38386		Chr5	15362774	15364815	+	protein_coding
AT5G38390	AT5G38390		Chr5	15366011	15368053	+	protein_coding
AT5G38393	AT5G38393		Chr5	15368228	15372475	+	pseudogene
AT5G38391	AT5G38391		Chr5	15368254	15368851	+	protein_coding
AT5G38392	AT5G38392		Chr5	15369685	15370338	+	protein_coding
AT5G38396	AT5G38396		Chr5	15373094	15374726	+	protein_coding
AT5G38397	AT5G38397		Chr5	15373627	15373990	-	protein_coding
AT5G38400	AT5G38400		Chr5	15375846	15376434	+	protein_coding
AT5G38410	AT5G38410	RBCS3B	Chr5	15376988	15378642	-	protein_coding
AT5G05745	AT5G05745		Chr5	15379642	15379851	+	long_noncoding_rna
AT5G05725	AT5G05725		Chr5	15379642	15380240	-	long_noncoding_rna
AT5G38420	AT5G38420	RBCS2B	Chr5	15380907	15382071	-	protein_coding
AT5G38430	AT5G38430	RBCS1B	Chr5	15383167	15385320	-	protein_coding
AT5G38435	AT5G38435	SPH8	Chr5	15388018	15388689	+	protein_coding
AT5G38437	AT5G38437		Chr5	15388780	15389428	+	transposable_element_gene
AT5G38440	AT5G38440		Chr5	15390223	15390624	+	protein_coding
AT5G38450	AT5G38450	CYP735A1	Chr5	15393720	15397295	-	protein_coding
AT5G38460	AT5G38460		Chr5	15397740	15401095	-	protein_coding
AT5G38470	AT5G38470	RAD23D	Chr5	15404622	15407745	+	protein_coding
AT5G05755	AT5G05755		Chr5	15408322	15408550	-	long_noncoding_rna
AT5G38480	AT5G38480	GRF3	Chr5	15409684	15411601	+	protein_coding
AT5G38490	AT5G38490		Chr5	15411672	15413132	-	protein_coding
AT5G05765	AT5G05765		Chr5	15413714	15414108	+	long_noncoding_rna
AT5G05775	AT5G05775		Chr5	15414317	15415541	+	novel_transcribed_region
AT5G38500	AT5G38500		Chr5	15416018	15417253	-	protein_coding
AT5G38510	AT5G38510		Chr5	15417636	15420638	-	protein_coding
AT5G38520	AT5G38520		Chr5	15421289	15423431	+	protein_coding
AT5G38530	AT5G38530	TSBtype2	Chr5	15423980	15426576	+	protein_coding
AT5G38540	AT5G38540		Chr5	15426556	15430794	-	protein_coding
AT5G38550	AT5G38550		Chr5	15432781	15435851	-	protein_coding
AT5G38560	AT5G38560	PERK8	Chr5	15439249	15443296	+	protein_coding
AT5G38565	AT5G38565		Chr5	15444310	15446297	-	protein_coding
AT5G38570	AT5G38570		Chr5	15449279	15450601	-	protein_coding
AT5G38580	AT5G38580		Chr5	15451164	15451842	-	protein_coding
AT5G38590	AT5G38590		Chr5	15451910	15453928	-	protein_coding
AT5G38595	AT5G38595		Chr5	15454386	15454905	+	transposable_element_gene
AT5G38600	AT5G38600		Chr5	15456520	15460767	+	protein_coding
AT5G38610	AT5G38610		Chr5	15460691	15461459	-	protein_coding
AT5G38620	AT5G38620		Chr5	15463858	15464907	-	protein_coding
AT5G38630	AT5G38630	CYB-1	Chr5	15465992	15468185	+	protein_coding
AT5G38640	AT5G38640		Chr5	15467679	15470724	-	protein_coding
AT5G38660	AT5G38660	APE1	Chr5	15470900	15476553	-	protein_coding
AT5G38650	AT5G38650		Chr5	15470961	15472815	-	protein_coding
AT5G38670	AT5G38670		Chr5	15475786	15476871	+	protein_coding
AT5G38680	AT5G38680		Chr5	15477324	15479040	+	protein_coding
AT5G38690	AT5G38690		Chr5	15478701	15483250	-	protein_coding
AT5G38700	AT5G38700		Chr5	15489593	15490745	+	protein_coding
AT5G38705	AT5G38705		Chr5	15492042	15497246	-	transposable_element_gene
AT5G38710	AT5G38710		Chr5	15501126	15504269	+	protein_coding
AT5G00545	AT5G00545		Chr5	15507129	15507856	-	novel_transcribed_region
AT5G38720	AT5G38720		Chr5	15508196	15510713	-	protein_coding
AT5G38730	AT5G38730		Chr5	15510842	15512934	+	protein_coding
AT5G38740	AT5G38740	AGL77	Chr5	15512943	15514305	-	protein_coding
AT5G00550	AT5G00550		Chr5	15515124	15517118	+	novel_transcribed_region
AT5G05785	AT5G05785		Chr5	15515303	15515799	+	other_rna
AT5G38743	AT5G38743		Chr5	15517299	15517796	+	protein_coding
AT5G05805	AT5G05805		Chr5	15518146	15518499	+	long_noncoding_rna
AT5G38747	AT5G38747		Chr5	15518329	15521281	+	protein_coding
AT5G05815	AT5G05815		Chr5	15520600	15520994	-	long_noncoding_rna
AT5G38750	AT5G38750		Chr5	15522650	15523180	+	protein_coding
AT5G38760	AT5G38760		Chr5	15524173	15525045	+	protein_coding
AT5G38770	AT5G38770	GDU7	Chr5	15526065	15526575	+	protein_coding
AT5G05825	AT5G05825		Chr5	15526742	15527147	-	long_noncoding_rna
AT5G05835	AT5G05835		Chr5	15526742	15527147	+	long_noncoding_rna
AT5G00555	AT5G00555		Chr5	15529050	15529534	+	novel_transcribed_region
AT5G38780	AT5G38780		Chr5	15529778	15531524	+	protein_coding
AT5G05845	AT5G05845		Chr5	15533514	15533753	-	long_noncoding_rna
AT5G38790	AT5G38790		Chr5	15533713	15534371	+	protein_coding
AT5G05855	AT5G05855		Chr5	15534665	15534898	-	long_noncoding_rna
AT5G38800	AT5G38800	bZIP43	Chr5	15538141	15538889	-	protein_coding
AT5G38810	AT5G38810		Chr5	15540484	15541540	-	protein_coding
AT5G38820	AT5G38820		Chr5	15543115	15545448	+	protein_coding
AT5G38830	AT5G38830		Chr5	15545519	15548293	-	protein_coding
AT5G38840	AT5G38840		Chr5	15551243	15555077	+	protein_coding
AT5G38850	AT5G38850		Chr5	15555156	15558882	+	protein_coding
AT5G38860	AT5G38860	BIM3	Chr5	15558901	15561126	+	protein_coding
AT5G38870	AT5G38870		Chr5	15561465	15562122	+	transposable_element_gene
AT5G38865	AT5G38865		Chr5	15561891	15562982	-	protein_coding
AT5G38880	AT5G38880	AUG5	Chr5	15562939	15569250	-	protein_coding
AT5G38890	AT5G38890		Chr5	15569418	15571169	+	protein_coding
AT5G38895	AT5G38895		Chr5	15571254	15573526	+	protein_coding
AT5G38900	AT5G38900		Chr5	15573505	15575712	-	protein_coding
AT5G05865	AT5G05865		Chr5	15574935	15575123	+	antisense_rna
AT5G38905	AT5G38905		Chr5	15575857	15575930	+	pre_trna
AT5G38910	AT5G38910		Chr5	15578749	15579733	+	protein_coding
AT5G38920	AT5G38920		Chr5	15581719	15582439	-	protein_coding
AT5G38930	AT5G38930		Chr5	15585028	15586029	+	protein_coding
AT5G38940	AT5G38940		Chr5	15588623	15589791	+	protein_coding
AT5G38950	AT5G38950		Chr5	15590693	15591050	+	protein_coding
AT5G38960	AT5G38960		Chr5	15592922	15593963	+	protein_coding
